Latitude,Longitude
[26.00087763],[-80.28912388]
[25.79907476],[-80.23575726]
[25.65623322],[-80.37859187]
[25.62849197],[-80.40653893]
[25.77070587],[-80.24160295]
[25.59031338],[-80.32269484]
[25.88674843],[-80.30885575]
[25.51119926],[-80.41469972]
[25.78464258],[-80.35365349]
[25.85201046],[-80.24830048]
[25.81123767],[-80.32694734]
[25.83048686],[-80.25801198]
[25.6625436],[-80.37547683]
[25.87626131],[-80.31423182]
[26.05218103],[-80.27871804]
[25.73928411],[-80.2895373]
[25.50279633],[-80.39337749]
[26.0487189],[-80.40360053]
[25.63428641],[-80.38717682]
[25.47275105],[-80.45393167]
[25.62557416],[-80.3981186]
[25.96110596],[-80.30177826]
[25.76856143],[-80.33760365]
[25.68040176],[-80.35959037]
[25.92768472],[-80.27699607]
[26.10004522],[-80.1398423]
[25.84238755],[-80.26014986]
[26.02580256],[-80.35151559]
[25.81072169],[-80.35661251]
[25.85620498],[-80.37304519]
[25.87254736],[-80.27080265]
[25.96497684],[-80.29942615]
[25.95370383],[-80.245555]
[26.00430308],[-80.32057229]
[25.68033325],[-80.417998]
[25.75673162],[-80.43465541]
[25.91981891],[-80.3226733]
[25.58104595],[-80.38866246]
[25.61566937],[-80.51146485]
[25.83055451],[-80.32144223]
[25.46184016],[-80.53542142]
[25.90791857],[-80.29535339]
[25.79701524],[-80.23996003]
[25.82741908],[-80.37115263]
[25.6913544],[-80.37751501]
[25.79742198],[-80.36383402]
[25.60585381],[-80.35829969]
[25.86432756],[-80.3967109]
[25.98829426],[-80.21168483]
[25.99880767],[-80.33955294]
[25.8934506],[-80.30656214]
[25.70457638],[-80.29002607]
[25.73975446],[-80.43232084]
[25.7307394],[-80.38293647]
[25.74936321],[-80.37569394]
[25.66952565],[-80.39081075]
[25.91925128],[-80.31354172]
[25.96352994],[-80.28425104]
[25.89140949],[-80.35153961]
[25.59180808],[-80.4449365]
[25.73894451],[-80.23121338]
[25.96421148],[-80.15580074]
[25.51957972],[-80.45382075]
[25.99439445],[-80.33373831]
[26.01917723],[-80.39659734]
[25.45398053],[-80.44144953]
[25.75579912],[-80.20177014]
[25.74398851],[-80.23667153]
[25.46998579],[-80.46244638]
[25.69990934],[-80.4112729]
[26.00866658],[-80.22319563]
[25.83030492],[-80.2666694]
[25.55534958],[-80.48747951]
[25.58539207],[-80.42700656]
[25.71104272],[-80.33339271]
[25.83542487],[-80.25522064]
[25.6833712],[-80.30455434]
[25.49045201],[-80.49580976]
[25.89581106],[-80.35341017]
[25.77905992],[-80.42627889]
[25.77844689],[-80.37420582]
[25.87180007],[-80.37285523]
[25.67614871],[-80.45621466]
[25.7620402],[-80.38842331]
[25.73779186],[-80.27146657]
[25.55646724],[-80.47441494]
[25.93116482],[-80.36545803]
[25.82937827],[-80.32996845]
[25.7665374],[-80.33727556]
[25.61916081],[-80.37679008]
[25.582803],[-80.36417236]
[26.20674818],[-80.23694048]
[25.75368317],[-80.37559858]
[25.57156617],[-80.48708557]
[25.57676998],[-80.42939395]
[26.33001284],[-80.11778332]
[25.85051504],[-80.22199025]
[25.58474389],[-80.3574472]
[26.02765683],[-80.36550662]
[25.66561798],[-80.43624339]
[25.7838133],[-80.36865274]
[25.91504785],[-80.26234425]
[25.46348697],[-80.46990565]
[25.48934643],[-80.43596034]
[25.86272609],[-80.22086564]
[25.609821],[-80.39945426]
[25.5511582],[-80.46556297]
[25.78895676],[-80.3089555]
[26.28183565],[-80.14919208]
[25.65865059],[-80.37891793]
[25.89129344],[-80.32201102]
[25.70743281],[-80.43056066]
[25.8599772],[-80.35393354]
[25.67003224],[-80.3433454]
[25.88365941],[-80.17493574]
[25.71211565],[-80.34848885]
[25.51623396],[-80.45372739]
[26.09935968],[-80.25815739]
[25.76985961],[-80.28277174]
[25.75983933],[-80.32272103]
[25.64736036],[-80.36811053]
[25.63208398],[-80.30022582]
[25.83611013],[-80.35873297]
[25.77157867],[-80.38178614]
[25.76252256],[-80.35497739]
[26.07090083],[-80.35652613]
[25.72285215],[-80.36193677]
[25.67884554],[-80.29881475]
[25.84017508],[-80.28238701]
[25.74038805],[-80.41380702]
[25.77807422],[-80.35742201]
[26.09194658],[-80.38788493]
[25.65392231],[-80.43456279]
[25.67812625],[-80.40733046]
[25.99228326],[-80.31692406]
[25.80115871],[-80.27903003]
[25.68132764],[-80.38619157]
[25.60296661],[-80.41791142]
[25.52281378],[-80.37882758]
[25.74099721],[-80.30478625]
[25.8766508],[-80.3465001]
[25.91292191],[-80.19321006]
[25.67701065],[-80.31892033]
[25.56953896],[-80.44945986]
[25.74039759],[-80.28187032]
[25.72855048],[-80.25354574]
[25.52770761],[-80.43060443]
[25.61859465],[-80.41278712]
[25.91500463],[-80.31607433]
[25.8694495],[-80.30026999]
[25.85905801],[-80.38464858]
[25.75666815],[-80.29833137]
[25.92888549],[-80.36530149]
[26.07023776],[-80.16770391]
[25.94005907],[-80.23807285]
[25.54394875],[-80.36857654]
[25.90447929],[-80.33578266]
[25.70587085],[-80.39661256]
[26.02961862],[-80.3103041]
[25.94398393],[-80.21715677]
[25.67418597],[-80.42147225]
[25.82279933],[-80.38076171]
[25.79596728],[-80.38751932]
[26.33222046],[-80.0887888]
[25.669592],[-80.34401767]
[26.10894965],[-80.23290676]
[25.82742304],[-80.35212636]
[26.05476925],[-80.12876969]
[25.7074274],[-80.30942845]
[25.76972536],[-80.31849013]
[25.81672515],[-80.32737145]
[25.57854308],[-80.39894911]
[26.01103054],[-80.37181195]
[25.81338856],[-80.20107775]
[25.69012936],[-80.30571275]
[25.51437446],[-80.47453549]
[25.78153301],[-80.31954073]
[25.68712469],[-80.45738089]
[25.69378714],[-80.25353136]
[25.74695771],[-80.24601185]
[25.83068954],[-80.3915634]
[26.0292339],[-80.33915536]
[25.7504174],[-80.28422706]
[25.69990871],[-80.35944159]
[25.53796194],[-80.39538212]
[25.73917075],[-80.36062308]
[25.54062284],[-80.37943583]
[25.78287213],[-80.29236191]
[25.55518324],[-80.41595643]
[25.91738942],[-80.23260116]
[25.6016357],[-80.38514467]
[25.65197188],[-80.45653166]
[25.47452555],[-80.4302086]
[25.77300914],[-80.42386204]
[25.74604436],[-80.36481064]
[25.79910867],[-80.27426813]
[25.72449219],[-80.36917071]
[25.50542394],[-80.45437223]
[25.72291585],[-80.2651572]
[25.92049565],[-80.26307923]
[26.07258758],[-80.30610065]
[25.8373967],[-80.38514735]
[25.75807913],[-80.24875313]
[25.6344561],[-80.40738046]
[26.03755478],[-80.27972792]
[25.52373199],[-80.43788968]
[25.86065595],[-80.27348859]
[25.79075965],[-80.21382662]
[25.92800089],[-80.12182508]
[25.80674065],[-80.31474862]
[25.91755533],[-80.21392943]
[25.79378514],[-80.31699421]
[25.98263944],[-80.26423609]
[25.85216397],[-80.37053918]
[25.68281824],[-80.4040544]
[25.70744101],[-80.25472819]
[25.7275234],[-80.34828538]
[25.62825514],[-80.34154982]
[25.75177257],[-80.30525558]
[26.02751999],[-80.22892146]
[25.69999412],[-80.43138452]
[26.08441278],[-80.32933536]
[25.70190886],[-80.27468359]
[25.74457215],[-80.39900966]
[25.69320041],[-80.44623859]
[25.94546012],[-80.34512212]
[25.8116941],[-80.36108693]
[26.10101722],[-80.3359089]
[26.14758597],[-80.23416707]
[25.7972862],[-80.31881484]
[25.71566013],[-80.41872199]
[25.89796575],[-80.30880526]
[25.60300592],[-80.33529181]
[25.61556025],[-80.4593589]
[25.50727364],[-80.39417436]
[25.88220208],[-80.25939689]
[25.52894844],[-80.39774117]
[25.46361824],[-80.46009617]
[25.91443478],[-80.33808453]
[25.76786643],[-80.19929326]
[25.73892003],[-80.41919459]
[25.81214257],[-80.33633399]
[25.76499858],[-80.31346409]
[25.88349343],[-80.21702252]
[26.31110889],[-80.26169983]
[25.50563888],[-80.46162463]
[25.72634183],[-80.42766806]
[25.5212976],[-80.51746144]
[25.66441347],[-80.40800249]
[25.63761542],[-80.31098899]
[25.83646167],[-80.19887968]
[25.80556485],[-80.28061986]
[25.46095127],[-80.42518434]
[25.7332471],[-80.24067205]
[26.27577351],[-80.11528141]
[25.51364567],[-80.38900293]
[25.86047699],[-80.30996838]
[26.0885431],[-80.34318072]
[25.6164964],[-80.42215385]
[25.92411318],[-80.36790778]
[25.85800213],[-80.33512136]
[25.91793649],[-80.31113215]
[25.82117723],[-80.39248793]
[25.51960363],[-80.37892253]
[25.95068994],[-80.21667553]
[26.17287487],[-80.24170575]
[25.83492666],[-80.27963254]
[25.65946169],[-80.3514451]
[25.91886017],[-80.21388531]
[25.90605206],[-80.27734513]
[25.70135258],[-80.25655313]
[25.79442919],[-80.28712601]
[25.63490526],[-80.42095346]
[25.78099331],[-80.3663595]
[25.72306932],[-80.38051648]
[25.70297759],[-80.33650297]
[25.81606717],[-80.21381974]
[25.92809958],[-80.30343656]
[26.00453911],[-80.39376539]
[25.78535744],[-80.36873962]
[25.75934728],[-80.41433353]
[25.63453622],[-80.33083265]
[25.63845103],[-80.354204]
[25.84308532],[-80.27065097]
[25.7311493],[-80.36948011]
[25.60379918],[-80.39618776]
[25.6634318],[-80.45964753]
[25.69382092],[-80.38002871]
[26.09867057],[-80.22267663]
[25.71258156],[-80.37026198]
[25.73387941],[-80.27230447]
[25.97083388],[-80.20881815]
[25.47200288],[-80.50446079]
[25.85616159],[-80.12038611]
[25.84778493],[-80.2379298]
[25.73957164],[-80.26417474]
[25.83343216],[-80.24775556]
[25.92108461],[-80.28866525]
[25.71420885],[-80.44056432]
[26.06536336],[-80.22968146]
[25.72008632],[-80.43456019]
[25.65475544],[-80.4436687]
[25.93666568],[-80.26477306]
[25.82152317],[-80.36839977]
[25.8765885],[-80.32653506]
[25.9392506],[-80.2751385]
[25.5980793],[-80.41896613]
[25.59477056],[-80.35184807]
[25.91323847],[-80.20350135]
[25.81971215],[-80.31582425]
[26.1106789],[-80.10676034]
[25.84118555],[-80.35882773]
[25.63458992],[-80.45329332]
[25.65695495],[-80.3782273]
[25.56026547],[-80.41442936]
[25.95384341],[-80.29829692]
[25.73355008],[-80.36948741]
[25.67627759],[-80.41194126]
[25.73013807],[-80.39901437]
[25.7372174],[-80.33385058]
[25.65504022],[-80.40614221]
[25.63719129],[-80.31516805]
[25.70276207],[-80.30018862]
[25.60621424],[-80.50243092]
[25.99659952],[-80.39766952]
[25.6266946],[-80.38754168]
[25.77382251],[-80.33965994]
[25.87687972],[-80.341367]
[25.63471599],[-80.35665828]
[25.7543067],[-80.2500975]
[25.76308831],[-80.28523436]
[25.86647477],[-80.31365298]
[25.68329698],[-80.36955376]
[25.76038763],[-80.23698715]
[26.08318907],[-80.30506297]
[25.88273226],[-80.22287655]
[25.67226343],[-80.29311033]
[25.45331518],[-80.47073644]
[25.69361023],[-80.341486]
[25.92149691],[-80.30663022]
[25.62048667],[-80.35393358]
[25.68143052],[-80.34987296]
[25.54240602],[-80.36203352]
[25.90447738],[-80.33273624]
[26.10214833],[-80.19852945]
[25.66236657],[-80.37426232]
[25.92407448],[-80.2276615]
[25.75472631],[-80.4083712]
[25.98192584],[-80.37768585]
[25.949779],[-80.21899763]
[25.86102388],[-80.34677041]
[25.59630841],[-80.32181122]
[25.69926647],[-80.42155798]
[25.48696266],[-80.37956202]
[25.7771793],[-80.30216731]
[25.79267199],[-80.39686984]
[25.74344422],[-80.38169478]
[25.75323504],[-80.31677428]
[25.67927955],[-80.36777367]
[26.08540169],[-80.36064804]
[25.73882556],[-80.2387489]
[25.82795112],[-80.28788263]
[25.76783149],[-80.24306386]
[26.03141138],[-80.16906612]
[25.78175435],[-80.37945708]
[26.06060461],[-80.22828234]
[25.83330971],[-80.31372479]
[26.10652097],[-80.33911246]
[25.54643816],[-80.40242923]
[25.54538572],[-80.36409712]
[25.86514461],[-80.25037731]
[25.57648688],[-80.40092554]
[25.57467685],[-80.48542844]
[26.01556571],[-80.23958848]
[25.68074978],[-80.39494119]
[25.69135997],[-80.35333774]
[25.71258312],[-80.27030323]
[25.77089832],[-80.42549991]
[25.9188754],[-80.23528253]
[26.05142644],[-80.18408866]
[25.75752653],[-80.44565544]
[25.52651525],[-80.36497549]
[25.63513394],[-80.35662147]
[25.67352803],[-80.36256254]
[25.75518746],[-80.29530516]
[25.72451653],[-80.39129979]
[26.160868],[-80.21681089]
[25.69066402],[-80.41466132]
[25.59575735],[-80.34097984]
[25.65367759],[-80.42846793]
[25.90512532],[-80.37953328]
[25.50554487],[-80.38120007]
[25.87462455],[-80.36378429]
[25.75473565],[-80.33810058]
[25.77580124],[-80.34486026]
[25.73852798],[-80.44479668]
[25.72549804],[-80.39122041]
[25.47950581],[-80.49207625]
[25.86907301],[-80.19436734]
[25.63000669],[-80.36537457]
[25.56699201],[-80.33178452]
[25.6259021],[-80.40469938]
[25.47361162],[-80.4173802]
[26.02529548],[-80.18462234]
[25.69021073],[-80.42577478]
[25.68188056],[-80.46726015]
[25.93715246],[-80.25732915]
[25.59911638],[-80.3271763]
[25.72015232],[-80.28135706]
[25.82313418],[-80.38117586]
[26.01180089],[-80.17662907]
[25.50563108],[-80.40188104]
[26.12429733],[-80.30930486]
[25.82296555],[-80.35619494]
[25.7350196],[-80.31677471]
[25.83349534],[-80.3577403]
[25.60989879],[-80.49453744]
[25.58967404],[-80.47303841]
[25.46388046],[-80.45982932]
[25.88111907],[-80.2375881]
[25.55106892],[-80.49696317]
[25.88973563],[-80.21194439]
[25.85341625],[-80.39414161]
[25.71681226],[-80.38305344]
[25.87026387],[-80.28242753]
[25.55547368],[-80.42062212]
[25.71518655],[-80.39630569]
[25.97964786],[-80.37686409]
[25.9274187],[-80.17804794]
[25.87165285],[-80.36266971]
[25.91301527],[-80.32273405]
[25.67910772],[-80.308688]
[25.75021821],[-80.24394422]
[25.76062732],[-80.38284861]
[25.91817902],[-80.2007735]
[25.76010963],[-80.43532195]
[25.78106168],[-80.2412007]
[25.64804166],[-80.34469444]
[25.79116915],[-80.33721786]
[25.67225379],[-80.45111786]
[25.57152545],[-80.34600261]
[25.99137369],[-80.3783109]
[25.63093835],[-80.3444088]
[25.60146014],[-80.44630974]
[25.63952017],[-80.41254178]
[25.76650449],[-80.3455881]
[25.72504337],[-80.42241358]
[25.48657367],[-80.39138403]
[25.85924579],[-80.18484481]
[25.91343493],[-80.16603338]
[25.79788419],[-80.38155811]
[25.73149953],[-80.46098357]
[25.7006285],[-80.24788304]
[26.09725944],[-80.39141697]
[25.48290838],[-80.49008715]
[25.75308621],[-80.37765898]
[25.86525882],[-80.28764516]
[25.99753185],[-80.37347546]
[25.7098816],[-80.32789371]
[25.76818169],[-80.43659947]
[26.0144814],[-80.30338751]
[26.05570761],[-80.29706555]
[26.03351613],[-80.1617554]
[25.68273795],[-80.33251743]
[25.78563597],[-80.28436713]
[25.64392962],[-80.42276711]
[25.73119903],[-80.28232184]
[25.88844497],[-80.35540638]
[25.6882628],[-80.31462454]
[25.6350676],[-80.30345234]
[25.92591207],[-80.22559339]
[25.90478447],[-80.2353927]
[25.73987743],[-80.42922679]
[25.55567863],[-80.47570938]
[25.5799403],[-80.40968739]
[25.82909324],[-80.33240857]
[25.52249205],[-80.43522936]
[25.56480734],[-80.4115332]
[25.73482315],[-80.33599539]
[25.75681628],[-80.43592794]
[25.64882364],[-80.42412054]
[25.66937865],[-80.44641492]
[25.59745405],[-80.31749024]
[25.48127376],[-80.3946876]
[25.83020841],[-80.24067074]
[26.07713961],[-80.29570951]
[25.53853252],[-80.46115427]
[25.52769018],[-80.35735299]
[25.82002673],[-80.23758431]
[25.69137929],[-80.38258135]
[25.87635839],[-80.31644674]
[26.2565722],[-80.14124652]
[25.61944062],[-80.31075613]
[25.72132403],[-80.37052591]
[25.51370327],[-80.54631595]
[26.26018071],[-80.23818776]
[25.70486245],[-80.3158076]
[25.71973129],[-80.35623804]
[25.70427211],[-80.34156303]
[25.84834892],[-80.29553159]
[25.81392555],[-80.19272447]
[25.76946922],[-80.34529971]
[25.79535273],[-80.19880142]
[25.89209485],[-80.27223836]
[25.59841076],[-80.41820344]
[25.79773175],[-80.20612169]
[25.87690873],[-80.19581345]
[25.81529972],[-80.37152132]
[26.12484814],[-80.29041101]
[26.02005232],[-80.33330376]
[26.02921901],[-80.29447605]
[26.10707131],[-80.19600468]
[25.69474501],[-80.32266913]
[25.50582933],[-80.38841797]
[25.67136928],[-80.43808776]
[26.0489946],[-80.18557161]
[25.75710972],[-80.38173858]
[25.82854777],[-80.22617094]
[26.08960446],[-80.16766576]
[25.91504913],[-80.24826664]
[25.67495939],[-80.29736024]
[25.89690522],[-80.37322323]
[25.77351661],[-80.41553102]
[26.13118589],[-80.11514093]
[25.93798553],[-80.33306371]
[26.17694409],[-80.1503134]
[25.92851004],[-80.1775852]
[25.74521309],[-80.2126253]
[25.83310106],[-80.26301589]
[25.70998898],[-80.27435984]
[25.83850672],[-80.30495547]
[25.76779186],[-80.41270639]
[25.71318458],[-80.36421893]
[25.69122702],[-80.43664317]
[25.78290876],[-80.31120791]
[25.68091198],[-80.41422472]
[26.0092753],[-80.21660505]
[25.81417124],[-80.26792394]
[25.89849967],[-80.28671619]
[26.14421376],[-80.21277144]
[25.76295828],[-80.35585483]
[25.54478553],[-80.36865381]
[25.93444851],[-80.33576745]
[25.7312413],[-80.26606943]
[25.67007893],[-80.43208643]
[25.83529745],[-80.19906547]
[25.43499963],[-80.53573406]
[25.75879448],[-80.42551411]
[25.75203751],[-80.31235958]
[26.08830436],[-80.19606351]
[25.55141543],[-80.52794974]
[25.58224857],[-80.38220476]
[25.72197898],[-80.40046323]
[25.91523264],[-80.26834692]
[25.59189119],[-80.33984283]
[26.02241771],[-80.27693632]
[25.73566475],[-80.43251011]
[25.55836452],[-80.46858444]
[25.83378301],[-80.28642453]
[25.71466711],[-80.36406206]
[25.97159522],[-80.24538064]
[25.71533254],[-80.46831846]
[25.84402881],[-80.34340083]
[25.86552906],[-80.39481153]
[25.72759595],[-80.33649286]
[25.60690034],[-80.42309663]
[25.66155512],[-80.39890974]
[26.07222534],[-80.25259275]
[25.46329126],[-80.43679503]
[25.54950162],[-80.51917502]
[25.74266618],[-80.25997406]
[25.90760127],[-80.38842079]
[25.61333154],[-80.49335289]
[25.76387582],[-80.39748568]
[25.69526075],[-80.41311308]
[25.83876824],[-80.37495587]
[25.8269625],[-80.34916537]
[25.72808468],[-80.45152955]
[25.82725905],[-80.24093804]
[26.02868186],[-80.35285797]
[25.99020473],[-80.27582607]
[25.89012177],[-80.35866876]
[25.82407651],[-80.28815804]
[25.7351506],[-80.29834334]
[26.07770845],[-80.2810078]
[25.99019994],[-80.36793443]
[25.92149142],[-80.37037393]
[25.74541254],[-80.32625088]
[25.75396599],[-80.4061124]
[25.71451304],[-80.36031678]
[25.85862534],[-80.1996525]
[26.0014222],[-80.27606109]
[25.78367358],[-80.41916994]
[25.5135305],[-80.5255459]
[25.74914893],[-80.35946163]
[25.88255878],[-80.37984934]
[26.08340755],[-80.39939467]
[25.79784622],[-80.20521329]
[26.01153753],[-80.25589546]
[26.05250901],[-80.34739918]
[25.62709547],[-80.3536853]
[25.7544763],[-80.34556665]
[25.67775848],[-80.43058134]
[26.07479265],[-80.39905855]
[25.85739252],[-80.30749892]
[25.63282692],[-80.33878327]
[25.83555737],[-80.33793859]
[25.55165535],[-80.4274472]
[25.589208],[-80.43794091]
[25.82192001],[-80.2609002]
[25.50716753],[-80.36454589]
[25.57069507],[-80.48730927]
[26.34595576],[-80.17098416]
[25.70010326],[-80.256008]
[25.8216866],[-80.26421432]
[26.01255035],[-80.24419819]
[25.96806362],[-80.30127447]
[25.61032895],[-80.42538496]
[25.99461517],[-80.23837303]
[26.20396595],[-80.26190147]
[25.87678501],[-80.23139122]
[25.64710681],[-80.29599936]
[25.8822142],[-80.21444608]
[25.65501907],[-80.420546]
[25.45181516],[-80.46726159]
[25.99254211],[-80.23970066]
[25.66157083],[-80.4576886]
[25.81468575],[-80.29127712]
[25.59926056],[-80.47805294]
[25.61700145],[-80.34163071]
[25.70054569],[-80.41760177]
[25.73203744],[-80.24812331]
[25.92332374],[-80.18503285]
[25.56903668],[-80.39985237]
[26.0493671],[-80.40169091]
[25.90676162],[-80.21870314]
